qid,docno,relevance,iteration
7059,D73723,2,0
2699,D73732,2,0
3448,D73738,2,0
5398,D73741,2,0
3778,D73746,2,0
4653,D73750,2,0
2695,D73759,2,0
6932,D73764,2,0
748,D73766,1,0
8380,D73774,1,0
8252,D73783,1,0
3362,D73786,1,0
884,D73797,2,0
130,D73806,2,0
2192,D73809,2,0
6390,D73813,2,0
2063,D73827,1,0
4270,D73828,2,0
5084,D73831,1,0
298,D73834,2,0
7082,D73842,2,0
5054,D73864,1,0
5383,D73874,1,0
5174,D73875,2,0
9136,D73876,1,0
5790,D73885,1,0
8267,D73888,1,0
6959,D73906,1,0
5586,D73908,1,0
3358,D73912,2,0
3446,D73917,2,0
2264,D73923,2,0
8715,D73927,2,0
7562,D73948,2,0
6256,D73953,1,0
7458,D73964,1,0
7391,D73968,2,0
4663,D73969,2,0
4878,D73993,2,0
5823,D73995,2,0
1565,D74017,2,0
6123,D74023,2,0
2067,D74032,1,0
3761,D74034,1,0
4912,D74036,1,0
4614,D74062,2,0
4122,D74066,1,0
5354,D74069,1,0
2312,D74075,2,0
9725,D74080,2,0
3585,D74082,2,0
5631,D74093,1,0
8719,D74100,1,0
8382,D74110,2,0
6083,D74124,2,0
6991,D74128,1,0
7761,D74133,2,0
4852,D74142,1,0
8047,D74149,1,0
368,D74153,1,0
5125,D74155,1,0
2239,D74156,2,0
3944,D74166,2,0
4969,D74177,1,0
58,D74181,2,0
2424,D74191,2,0
4304,D74202,1,0
3398,D74206,1,0
5849,D74221,1,0
9067,D74238,2,0
3581,D74240,1,0
9335,D74241,1,0
6634,D74254,1,0
8845,D74264,1,0
1792,D74276,2,0
8546,D74277,2,0
3273,D74280,2,0
6181,D74289,2,0
2476,D74291,2,0
4331,D74309,1,0
558,D74328,1,0
6979,D74335,1,0
7595,D74343,1,0
182,D74349,2,0
767,D74359,1,0
9895,D74377,1,0
8926,D74381,2,0
7183,D74385,1,0
4514,D74393,2,0
4973,D74394,1,0
1841,D74401,2,0
901,D74402,2,0
7400,D74407,1,0
5353,D74411,2,0
9548,D74413,2,0
3891,D74431,1,0
1390,D74435,1,0
2450,D74443,2,0
2169,D74450,2,0
7010,D74460,2,0
9349,D74468,2,0
6710,D74471,2,0
9431,D74478,2,0
7756,D74495,2,0
3056,D74504,1,0
3449,D74517,1,0
5014,D74518,2,0
9747,D74532,2,0
8633,D74543,2,0
6904,D74549,2,0
3588,D74557,2,0
7157,D74569,2,0
3101,D74574,2,0
7542,D74588,1,0
8050,D74595,2,0
4339,D74599,2,0
2428,D74612,2,0
8102,D74613,2,0
601,D74627,2,0
3916,D74665,1,0
826,D74668,2,0
3614,D74687,2,0
8252,D74688,2,0
5049,D74691,2,0
296,D74704,2,0
167,D74739,2,0
328,D74743,2,0
7367,D74746,2,0
2416,D74756,2,0
6848,D74757,2,0
2206,D74763,1,0
3894,D74777,1,0
151,D74779,2,0
5527,D74780,2,0
7104,D74794,1,0
9555,D74795,2,0
1948,D74796,2,0
8245,D74799,1,0
6160,D74803,1,0
5856,D74810,2,0
6049,D74811,2,0
1701,D74812,1,0
9345,D74813,2,0
5644,D74826,1,0
6477,D74827,1,0
1673,D74829,1,0
4566,D74841,2,0
5223,D74842,1,0
6535,D74844,2,0
2701,D74845,1,0
8341,D74850,1,0
4791,D74854,1,0
8576,D74867,1,0
9535,D74878,1,0
8601,D74899,2,0
1329,D74909,1,0
2955,D74912,2,0
1642,D74937,2,0
2234,D74948,2,0
439,D74968,2,0
8457,D74976,2,0
9036,D75002,2,0
1194,D75014,1,0
7414,D75037,1,0
5802,D75047,2,0
1662,D75051,2,0
2873,D75055,2,0
5125,D75060,2,0
6294,D75062,2,0
2508,D75074,2,0
8895,D75076,2,0
4946,D75082,1,0
9457,D75088,2,0
3972,D75093,2,0
7723,D75094,1,0
2167,D75100,2,0
3357,D75119,2,0
9117,D75121,2,0
9729,D75129,2,0
3958,D75134,2,0
6736,D75135,1,0
1154,D75147,1,0
152,D75156,1,0
9602,D75160,2,0
7624,D75195,1,0
2060,D75200,1,0
9407,D75201,2,0
6101,D75202,1,0
3322,D75209,1,0
3491,D75212,2,0
3752,D75216,1,0
8491,D75223,1,0
7920,D75224,1,0
3481,D75229,1,0
7640,D75231,2,0
9255,D75248,2,0
370,D75262,1,0
2633,D75269,2,0
9426,D75274,2,0
8130,D75299,1,0
7450,D75319,2,0
4355,D75326,2,0
220,D75329,2,0
2075,D75361,2,0
4577,D75363,1,0
4277,D75364,2,0
9089,D75368,2,0
3050,D75371,1,0
9872,D75377,2,0
2687,D75380,2,0
5206,D75387,2,0
1364,D75394,2,0
9246,D75411,2,0
2398,D75412,2,0
2016,D75417,2,0
6243,D75420,1,0
7495,D75438,1,0
5770,D75443,1,0
2735,D75466,1,0
1459,D75467,1,0
6695,D75475,2,0
1349,D75476,1,0
116,D75480,2,0
1412,D75488,1,0
1283,D75489,1,0
5082,D75496,2,0
144,D75498,2,0
6593,D75510,2,0
1124,D75536,2,0
4354,D75547,1,0
1782,D75553,1,0
4667,D75559,2,0
2932,D75577,1,0
642,D75593,1,0
1586,D75597,1,0
5442,D75614,2,0
1746,D75619,1,0
9900,D75621,2,0
3579,D75633,1,0
560,D75652,1,0
208,D75656,1,0
6480,D75657,1,0
14,D75673,1,0
9172,D75678,2,0
2957,D75684,1,0
4864,D75691,1,0
8336,D75694,2,0
8777,D75699,2,0
6888,D75700,1,0
19,D75736,1,0
9942,D75745,2,0
9954,D75750,1,0
3366,D75757,2,0
7712,D75774,2,0
9366,D75778,2,0
5033,D75782,1,0
2796,D75788,2,0
2562,D75789,1,0
7783,D75807,2,0
396,D75809,1,0
8724,D75810,1,0
3423,D75816,2,0
3452,D75840,2,0
3039,D75844,2,0
3880,D75854,2,0
6563,D75859,1,0
367,D75860,1,0
1799,D75869,2,0
6865,D75872,2,0
8871,D75878,1,0
3766,D75881,2,0
4234,D75888,1,0
3425,D75892,1,0
7245,D75910,2,0
8384,D75912,1,0
6225,D75921,1,0
9756,D75924,1,0
6878,D75944,2,0
3897,D75947,1,0
9540,D75965,1,0
480,D75969,2,0
5260,D75972,2,0
8994,D75976,2,0
9453,D75984,1,0
7979,D75995,1,0
1465,D76008,2,0
4828,D76048,2,0
6274,D76058,2,0
925,D76060,1,0
9732,D76074,2,0
2290,D76077,1,0
5061,D76090,2,0
6554,D76094,2,0
3212,D76098,1,0
8782,D76118,2,0
8062,D76135,2,0
6520,D76146,1,0
7416,D76171,1,0
5479,D76174,1,0
775,D76179,1,0
8682,D76191,2,0
7601,D76203,2,0
6951,D76206,2,0
98,D76211,1,0
8703,D76234,1,0
6821,D76237,1,0
13,D76239,2,0
8042,D76255,1,0
9396,D76284,2,0
8648,D76291,2,0
6587,D76295,1,0
6046,D76298,2,0
3128,D76311,2,0
3818,D76318,2,0
1013,D76328,1,0
3724,D76334,2,0
2671,D76342,1,0
9538,D76353,1,0
124,D76383,1,0
2759,D76391,2,0
1649,D76399,1,0
6233,D76404,1,0
9418,D76407,2,0
1633,D76416,2,0
972,D76422,2,0
6639,D76425,2,0
2636,D76426,2,0
1483,D76430,2,0
1455,D76453,2,0
1232,D76454,1,0
730,D76458,2,0
3446,D76464,1,0
9522,D76476,2,0
1675,D76499,2,0
4313,D76518,2,0
6167,D76519,2,0
3031,D76525,1,0
6080,D76535,1,0
5579,D76537,1,0
4086,D76549,2,0
7852,D76551,2,0
5843,D76565,2,0
8561,D76580,2,0
1595,D76587,1,0
2364,D76590,2,0
1278,D76592,2,0
5339,D76602,1,0
8809,D76605,2,0
7461,D76607,1,0
8258,D76613,2,0
4378,D76615,2,0
5042,D76627,1,0
7399,D76636,2,0
4329,D76649,1,0
4681,D76661,2,0
3077,D76676,2,0
3989,D76683,1,0
1975,D76686,2,0
7813,D76690,2,0
9686,D76691,2,0
7143,D76693,2,0
6406,D76703,1,0
2864,D76714,2,0
6513,D76718,2,0
5646,D76727,2,0
3227,D76734,2,0
5512,D76737,2,0
3426,D76738,2,0
6156,D76760,2,0
9508,D76777,1,0
8681,D76787,2,0
7338,D76794,2,0
792,D76803,1,0
3689,D76804,2,0
8980,D76815,2,0
8618,D76818,2,0
9017,D76819,1,0
5679,D76827,2,0
8369,D76831,1,0
68,D76833,1,0
429,D76850,1,0
663,D76852,1,0
3854,D76853,1,0
4537,D76855,2,0
941,D76866,2,0
9836,D76867,2,0
8421,D76871,2,0
9799,D76890,2,0
8187,D76904,2,0
1755,D76909,1,0
26,D76931,1,0
602,D76937,1,0
6469,D76940,2,0
8903,D76952,2,0
3153,D76953,2,0
3856,D76968,1,0
6022,D76971,2,0
7425,D76984,2,0
9871,D76995,1,0
9539,D77022,2,0
2830,D77042,2,0
5785,D77070,2,0
3861,D77109,1,0
5550,D77117,2,0
9943,D77129,2,0
6038,D77150,2,0
3901,D77154,1,0
6918,D77160,2,0
9552,D77167,1,0
6892,D77168,2,0
8679,D77185,1,0
9316,D77186,1,0
3877,D77188,2,0
6482,D77199,2,0
3926,D77202,2,0
7110,D77207,1,0
1100,D77208,1,0
3728,D77214,2,0
2746,D77238,2,0
7454,D77246,2,0
4885,D77273,1,0
5778,D77278,1,0
6251,D77281,2,0
1382,D77323,1,0
850,D77335,1,0
6684,D77341,1,0
5310,D77355,1,0
4142,D77360,2,0
9261,D77362,2,0
9644,D77385,1,0
620,D77397,1,0
5357,D77403,1,0
9293,D77417,2,0
7121,D77436,2,0
421,D77463,1,0
1246,D77467,2,0
5518,D77470,1,0
960,D77476,2,0
9589,D77482,1,0
3442,D77484,2,0
2349,D77504,1,0
2541,D77513,2,0
3912,D77521,1,0
1018,D77524,2,0
5012,D77531,2,0
7127,D77547,2,0
759,D77551,2,0
7843,D77556,1,0
7100,D77558,2,0
9033,D77560,1,0
5065,D77562,1,0
2954,D77568,2,0
8636,D77570,1,0
1092,D77571,2,0
825,D77593,2,0
2800,D77596,2,0
466,D77605,2,0
4743,D77616,1,0
2204,D77617,1,0
2620,D77620,2,0
8733,D77627,2,0
9324,D77632,2,0
8929,D77633,1,0
9680,D77650,1,0
4683,D77651,2,0
4216,D77662,2,0
8807,D77673,2,0
5178,D77675,1,0
9064,D77687,2,0
7898,D77691,2,0
1027,D77703,2,0
9425,D77709,2,0
8406,D77711,2,0
6535,D77712,1,0
8264,D77728,1,0
2764,D77738,2,0
3739,D77756,2,0
8890,D77762,2,0
6874,D77770,1,0
2851,D77808,2,0
9924,D77811,2,0
7604,D77820,2,0
6763,D77841,1,0
2649,D77861,1,0
4566,D77867,1,0
969,D77869,1,0
6999,D77878,2,0
5665,D77881,2,0
5746,D77886,1,0
5716,D77890,2,0
8086,D77895,2,0
7365,D77902,2,0
5326,D77905,1,0
9346,D77912,2,0
372,D77913,2,0
335,D77914,1,0
3830,D77928,1,0
3655,D77945,1,0
5219,D77949,2,0
5257,D77964,1,0
8685,D77968,1,0
1207,D77971,2,0
4319,D77973,2,0
2318,D77982,2,0
2738,D77996,1,0
5300,D78006,2,0
458,D78007,1,0
4442,D78015,2,0
6915,D78017,1,0
2906,D78022,2,0
592,D78034,2,0
989,D78054,2,0
2433,D78070,1,0
2201,D78071,2,0
4212,D78080,2,0
2726,D78084,1,0
2364,D78086,1,0
7146,D78088,1,0
5977,D78089,1,0
1570,D78092,1,0
9372,D78104,2,0
1249,D78122,2,0
3296,D78127,1,0
99,D78131,1,0
5824,D78140,2,0
9572,D78157,2,0
9717,D78167,1,0
1510,D78168,1,0
8182,D78172,2,0
3853,D78173,1,0
461,D78177,2,0
8325,D78184,1,0
1714,D78191,2,0
2567,D78200,2,0
5144,D78201,2,0
3943,D78208,1,0
9137,D78211,1,0
1046,D78219,2,0
5026,D78223,1,0
5121,D78250,2,0
7449,D78267,2,0
2361,D78268,1,0
1818,D78275,1,0
6719,D78278,2,0
9297,D78285,2,0
1795,D78298,1,0
5198,D78303,2,0
3060,D78305,2,0
3403,D78348,1,0
6572,D78349,2,0
6362,D78356,1,0
903,D78364,1,0
8393,D78394,2,0
4982,D78399,1,0
7492,D78416,1,0
3753,D78417,1,0
3326,D78422,2,0
1527,D78423,1,0
9033,D78427,2,0
1968,D78430,2,0
2142,D78432,1,0
5040,D78441,2,0
5404,D78449,1,0
2887,D78457,1,0
1751,D78476,2,0
465,D78484,1,0
6201,D78494,2,0
3584,D78506,1,0
5753,D78512,1,0
5139,D78517,2,0
1842,D78518,1,0
375,D78528,2,0
4766,D78536,1,0
7106,D78537,1,0
4087,D78544,1,0
6580,D78552,2,0
3408,D78559,2,0
5519,D78560,1,0
9118,D78573,2,0
6103,D78575,2,0
5323,D78581,1,0
3678,D78585,2,0
6853,D78588,1,0
5543,D78601,1,0
8947,D78603,1,0
4404,D78607,2,0
8753,D78611,1,0
4494,D78623,1,0
3811,D78624,2,0
9938,D78659,2,0
7701,D78665,1,0
4785,D78677,1,0
7412,D78685,2,0
7804,D78687,1,0
9266,D78694,2,0
4188,D78706,2,0
3058,D78707,2,0
938,D78710,1,0
8091,D78711,1,0
2410,D78716,1,0
8443,D78727,1,0
2018,D78737,1,0
7985,D78738,2,0
9171,D78740,1,0
6032,D78753,1,0
8885,D78767,2,0
9265,D78770,1,0
9049,D78772,2,0
2162,D78786,2,0
1652,D78791,1,0
1931,D78798,2,0
8422,D78814,2,0
448,D78818,1,0
8334,D78832,2,0
8247,D78837,1,0
4093,D78842,2,0
1911,D78847,1,0
5111,D78856,2,0
3779,D78875,2,0
4509,D78888,1,0
8964,D78891,1,0
9153,D78898,1,0
2643,D78903,1,0
253,D78906,2,0
6856,D78914,2,0
5564,D78922,2,0
843,D78927,1,0
3221,D78947,1,0
7126,D78948,2,0
4715,D78963,2,0
7342,D78982,2,0
800,D78987,1,0
6843,D79019,2,0
6605,D79020,2,0
6842,D79027,2,0
5950,D79068,2,0
3782,D79091,1,0
9359,D79098,2,0
3635,D79110,1,0
7931,D79122,1,0
8669,D79134,1,0
1122,D79135,2,0
1491,D79142,2,0
943,D79143,1,0
8214,D79145,1,0
5588,D79147,1,0
2761,D79148,2,0
2345,D79150,2,0
3563,D79158,1,0
7239,D79161,2,0
6018,D79181,2,0
2668,D79188,2,0
6133,D79192,2,0
3337,D79204,2,0
1864,D79218,1,0
7963,D79225,2,0
3286,D79244,2,0
1146,D79246,2,0
8878,D79254,2,0
7404,D79256,2,0
7130,D79279,1,0
8863,D79281,2,0
3548,D79289,2,0
1319,D79292,2,0
9288,D79310,2,0
1413,D79355,1,0
1502,D79358,2,0
5439,D79368,1,0
8266,D79369,2,0
4439,D79370,2,0
6733,D79374,1,0
5773,D79395,2,0
6180,D79412,2,0
610,D79422,2,0
6939,D79425,2,0
459,D79427,1,0
3836,D79428,2,0
2341,D79434,2,0
5413,D79469,1,0
5174,D79475,1,0
8476,D79485,1,0
2465,D79498,2,0
3190,D79509,1,0
8065,D79518,2,0
1520,D79533,1,0
7732,D79538,1,0
7331,D79546,1,0
2410,D79555,2,0
3975,D79565,1,0
5980,D79568,2,0
4898,D79577,1,0
3119,D79582,2,0
7034,D79591,2,0
9620,D79600,2,0
8675,D79615,1,0
9134,D79617,2,0
4584,D79618,2,0
1602,D79652,1,0
1428,D79658,2,0
1724,D79666,2,0
6667,D79684,2,0
3459,D79692,2,0
7900,D79695,2,0
1375,D79700,2,0
7268,D79730,2,0
9447,D79750,1,0
6898,D79751,1,0
5375,D79763,1,0
4464,D79768,2,0
508,D79770,1,0
2912,D79802,2,0
5371,D79820,1,0
2430,D79826,1,0
2924,D79829,1,0
5698,D79837,1,0
4701,D79841,2,0
4047,D79844,2,0
5257,D79848,2,0
6221,D79854,2,0
7352,D79859,1,0
7280,D79860,2,0
1142,D79863,2,0
8658,D79869,2,0
4983,D79882,1,0
503,D79886,1,0
5662,D79904,2,0
9487,D79925,2,0
1994,D79929,2,0
409,D79949,2,0
6074,D79951,2,0
6179,D79959,2,0
3328,D79971,1,0
7838,D79981,1,0
9420,D79987,1,0
1539,D80002,1,0
5647,D80009,2,0
6754,D80013,2,0
7530,D80014,2,0
8825,D80031,2,0
3661,D80043,1,0
6093,D80049,1,0
5586,D80059,2,0
7653,D80067,2,0
6792,D80069,1,0
2730,D80074,1,0
1186,D80076,2,0
1848,D80084,2,0
2813,D80113,2,0
3676,D80115,2,0
8744,D80117,2,0
2133,D80119,1,0
8357,D80121,2,0
8008,D80144,2,0
3863,D80155,2,0
7723,D80185,2,0
5982,D80211,1,0
3339,D80225,2,0
9069,D80227,1,0
4077,D80230,1,0
7521,D80236,2,0
1950,D80238,1,0
7888,D80240,2,0
2697,D80243,2,0
3549,D80246,2,0
381,D80251,2,0
6315,D80254,2,0
2255,D80256,2,0
765,D80268,1,0
4385,D80277,2,0
2263,D80278,1,0
6475,D80282,2,0
9599,D80298,1,0
9638,D80310,1,0
9191,D80316,1,0
3970,D80325,1,0
882,D80327,1,0
629,D80329,2,0
7614,D80332,2,0
80,D80336,2,0
1420,D80345,1,0
9569,D80346,1,0
5902,D80386,1,0
4014,D80404,1,0
6765,D80409,2,0
9752,D80423,2,0
3847,D80446,1,0
2441,D80452,1,0
1769,D80486,2,0
2409,D80494,1,0
3265,D80495,1,0
2258,D80498,1,0
645,D80505,1,0
4449,D80512,2,0
7959,D80529,1,0
2981,D80533,2,0
3408,D80537,1,0
6506,D80544,2,0
6169,D80573,2,0
6728,D80575,2,0
69,D80608,2,0
3616,D80613,2,0
3646,D80621,1,0
676,D80626,2,0
3700,D80643,1,0
8586,D80647,1,0
9957,D80654,1,0
2309,D80668,1,0
443,D80669,1,0
3571,D80705,1,0
3675,D80732,2,0
2880,D80734,2,0
358,D80746,1,0
1396,D80753,1,0
1031,D80762,2,0
3485,D80784,2,0
340,D80785,2,0
3391,D80822,2,0
4527,D80833,2,0
6444,D80834,2,0
5525,D80848,1,0
8496,D80857,1,0
8497,D80861,2,0
2069,D80863,1,0
2579,D80882,2,0
8428,D80891,2,0
2500,D80901,2,0
7073,D80904,1,0
9046,D80908,1,0
3081,D80912,2,0
4580,D80946,2,0
4240,D80948,2,0
1109,D80953,1,0
951,D80970,2,0
8260,D80977,2,0
7445,D80987,2,0
2388,D81002,1,0
4223,D81003,1,0
6162,D81004,2,0
1330,D81040,2,0
8969,D81042,2,0
1130,D81046,1,0
5088,D81052,1,0
1973,D81061,2,0
397,D81070,2,0
8743,D81073,2,0
6841,D81087,2,0
4455,D81110,2,0
5142,D81113,2,0
3514,D81135,2,0
9238,D81149,2,0
7929,D81159,1,0
1016,D81183,1,0
7195,D81203,1,0
7730,D81222,2,0
2013,D81226,2,0
3705,D81227,2,0
8148,D81228,2,0
2355,D81229,2,0
8696,D81234,2,0
6982,D81247,2,0
5696,D81249,2,0
243,D81250,1,0
1500,D81259,1,0
3023,D81260,1,0
2687,D81268,1,0
5136,D81287,2,0
7741,D81297,2,0
7139,D81302,2,0
3876,D81308,1,0
3755,D81311,2,0
966,D81328,1,0
9825,D81336,1,0
1400,D81368,2,0
3225,D81374,1,0
8731,D81393,1,0
6189,D81405,2,0
1070,D81411,1,0
6020,D81414,2,0
9389,D81429,1,0
2166,D81434,2,0
5787,D81447,1,0
6270,D81460,2,0
2490,D81490,2,0
4684,D81491,2,0
6614,D81492,2,0
7584,D81493,1,0
5820,D81507,2,0
6614,D81525,1,0
2259,D81527,2,0
1771,D81538,2,0
661,D81539,2,0
626,D81558,1,0
4676,D81573,1,0
5076,D81584,2,0
551,D81590,1,0
2032,D81612,2,0
8262,D81614,1,0
5572,D81630,2,0
7216,D81635,2,0
5254,D81640,2,0
540,D81641,2,0
5787,D81642,2,0
703,D81643,2,0
3489,D81650,2,0
8743,D81662,1,0
346,D81663,2,0
5486,D81668,2,0
4064,D81676,2,0
877,D81684,2,0
3966,D81690,1,0
9298,D81691,2,0
1646,D81709,2,0
2785,D81726,1,0
1368,D81737,1,0
9096,D81738,2,0
7666,D81751,2,0
2718,D81754,2,0
9564,D81758,1,0
2747,D81763,2,0
7225,D81796,2,0
8839,D81797,1,0
8108,D81809,2,0
3202,D81816,1,0
4102,D81828,1,0
7070,D81833,2,0
1037,D81838,1,0
160,D81841,2,0
1029,D81842,2,0
5464,D81851,1,0
9697,D81862,2,0
8531,D81863,1,0
4988,D81864,2,0
5620,D81879,2,0
4930,D81884,1,0
8032,D81912,2,0
3814,D81914,2,0
6990,D81926,2,0
375,D81945,1,0
4632,D81966,1,0
4177,D81980,2,0
6749,D81981,2,0
9464,D81986,1,0
7846,D81987,2,0
6578,D81988,2,0
745,D81997,2,0
7000,D82018,1,0
608,D82021,1,0
5015,D82022,1,0
4848,D82024,2,0
1845,D82031,2,0
9403,D82052,2,0
8346,D82054,2,0
9132,D82069,2,0
3985,D82077,2,0
1200,D82079,2,0
7178,D82088,2,0
2388,D82099,2,0
2353,D82118,1,0
2134,D82142,1,0
6729,D82146,1,0
7124,D82152,1,0
2772,D82154,1,0
4621,D82162,2,0
3060,D82180,1,0
3784,D82199,2,0
395,D82203,1,0
3832,D82204,2,0
2868,D82208,2,0
7574,D82209,1,0
2171,D82216,1,0
2849,D82219,2,0
5408,D82228,2,0
7183,D82237,2,0
8793,D82238,1,0
3387,D82245,2,0
9038,D82252,2,0
5194,D82261,2,0
9959,D82277,2,0
7502,D82283,2,0
4928,D82290,1,0
5504,D82295,2,0
1508,D82307,2,0
1909,D82327,1,0
9524,D82352,1,0
8179,D82353,1,0
3274,D82356,2,0
5366,D82372,2,0
4646,D82379,2,0
8712,D82408,2,0
4712,D82429,1,0
8912,D82431,2,0
7380,D82442,2,0
6087,D82446,2,0
5554,D82458,2,0
6661,D82460,1,0
964,D82470,2,0
1258,D82474,2,0
438,D82482,2,0
8595,D82501,2,0
6182,D82504,2,0
7454,D82515,1,0
1872,D82522,1,0
2319,D82535,2,0
2352,D82538,2,0
7932,D82540,1,0
2421,D82564,1,0
7326,D82585,2,0
8196,D82587,2,0
9308,D82588,1,0
731,D82590,1,0
997,D82598,2,0
3355,D82602,2,0
810,D82613,1,0
7307,D82618,2,0
9429,D82626,1,0
4057,D82639,2,0
1259,D82640,1,0
2654,D82649,1,0
544,D82650,2,0
9245,D82652,2,0
2944,D82656,1,0
5738,D82658,2,0
382,D82659,1,0
8689,D82660,1,0
2835,D82664,1,0
947,D82668,2,0
8009,D82671,1,0
8803,D82689,1,0
2740,D82698,2,0
303,D82709,1,0
2220,D82713,1,0
4015,D82714,2,0
51,D82722,1,0
5990,D82724,2,0
5059,D82732,1,0
664,D82738,1,0
6431,D82750,2,0
6304,D82763,2,0
6064,D82764,1,0
6970,D82782,2,0
7693,D82798,2,0
6711,D82802,1,0
9603,D82812,2,0
6189,D82823,1,0
4936,D82836,2,0
7903,D82840,1,0
1828,D82841,2,0
858,D82872,1,0
153,D82874,1,0
6920,D82879,2,0
366,D82887,1,0
3653,D82888,1,0
9890,D82893,2,0
617,D82905,2,0
1323,D82906,2,0
8251,D82908,2,0
8465,D82925,2,0
3043,D82928,2,0
331,D82937,1,0
7698,D82948,1,0
1007,D82950,2,0
8862,D82973,2,0
7099,D82980,1,0
4612,D82990,2,0
9175,D82995,1,0
3213,D83003,2,0
1110,D83010,1,0
7188,D83014,2,0
5830,D83016,1,0
5673,D83019,2,0
1692,D83026,1,0
1956,D83033,1,0
9166,D83034,2,0
9388,D83041,2,0
3833,D83051,2,0
9242,D83074,2,0
7824,D83113,1,0
9717,D83120,2,0
3607,D83123,1,0
2164,D83133,2,0
1905,D83146,2,0
5362,D83156,2,0
854,D83165,2,0
16,D83168,2,0
1636,D83214,1,0
3929,D83220,1,0
7047,D83224,1,0
2309,D83227,2,0
9168,D83248,2,0
9148,D83261,1,0
3252,D83262,2,0
4650,D83268,2,0
699,D83280,1,0
6741,D83283,2,0
223,D83286,2,0
7192,D83294,2,0
9804,D83301,2,0
1049,D83314,2,0
209,D83316,2,0
1619,D83322,1,0
7950,D83324,1,0
4043,D83326,1,0
1866,D83351,1,0
1718,D83358,2,0
8283,D83363,1,0
1713,D83373,1,0
4693,D83391,1,0
4091,D83403,1,0
5833,D83405,2,0
2138,D83406,1,0
5947,D83413,2,0
7213,D83449,2,0
5922,D83451,2,0
2386,D83457,2,0
5539,D83488,1,0
4490,D83492,2,0
4733,D83511,2,0
1150,D83512,2,0
9032,D83537,1,0
161,D83542,1,0
1906,D83551,2,0
864,D83560,2,0
6148,D83579,1,0
4600,D83583,2,0
7059,D83589,1,0
9597,D83596,1,0
6505,D83609,1,0
7775,D83611,1,0
3471,D83612,1,0
7094,D83630,1,0
6244,D83653,1,0
1731,D83654,1,0
2655,D83663,2,0
2252,D83669,2,0
8279,D83689,2,0
3942,D83691,1,0
5486,D83699,1,0
1340,D83709,1,0
9659,D83724,2,0
426,D83738,2,0
7617,D83746,1,0
9482,D83747,1,0
9921,D83752,1,0
8361,D83772,2,0
3990,D83785,1,0
2248,D83797,1,0
485,D83802,1,0
6472,D83806,2,0
5973,D83819,1,0
1451,D83824,2,0
4301,D83830,1,0
7314,D83831,1,0
8117,D83833,2,0
7764,D83836,2,0
1171,D83837,1,0
6871,D83853,2,0
879,D83856,1,0
5877,D83870,2,0
3361,D83878,1,0
3762,D83889,1,0
3738,D83891,2,0
6236,D83899,2,0
898,D83907,2,0
2870,D83908,2,0
420,D83910,2,0
6878,D83911,1,0
9370,D83915,1,0
8989,D83930,2,0
8787,D83936,1,0
742,D83947,1,0
8830,D83969,1,0
9017,D83972,2,0
944,D83981,2,0
2630,D84001,2,0
8738,D84018,2,0
794,D84019,2,0
5056,D84027,1,0
8026,D84031,1,0
4925,D84038,2,0
7283,D84050,2,0
6625,D84055,1,0
247,D84056,1,0
9746,D84059,1,0
3618,D84068,2,0
9980,D84093,2,0
5182,D84095,1,0
1794,D84105,1,0
5010,D84112,1,0
631,D84113,2,0
7838,D84129,2,0
3803,D84155,1,0
5970,D84161,2,0
4550,D84169,1,0
4741,D84173,1,0
7924,D84178,1,0
4796,D84187,1,0
488,D84189,2,0
9282,D84196,1,0
6464,D84216,2,0
6755,D84228,1,0
4112,D84240,2,0
4465,D84244,2,0
6604,D84245,1,0
1712,D84264,2,0
6446,D84289,2,0
6067,D84295,1,0
2836,D84296,1,0
9338,D84300,2,0
2395,D84309,2,0
3813,D84344,2,0
7247,D84346,2,0
7745,D84348,1,0
6898,D84353,2,0
1377,D84358,2,0
888,D84366,2,0
6199,D84369,2,0
3597,D84370,2,0
916,D84372,1,0
6742,D84384,2,0
3012,D84385,1,0
9094,D84389,2,0
2025,D84397,2,0
6996,D84412,2,0
6840,D84420,2,0
6204,D84423,2,0
9793,D84426,2,0
3259,D84457,2,0
3794,D84459,1,0
8368,D84460,2,0
5378,D84463,2,0
8349,D84468,2,0
1706,D84473,2,0
4988,D84509,1,0
8819,D84524,1,0
3315,D84533,2,0
7164,D84534,2,0
9223,D84540,2,0
1280,D84544,2,0
7557,D84546,1,0
8311,D84558,1,0
7849,D84562,2,0
1373,D84569,2,0
4474,D84570,2,0
2912,D84573,1,0
3629,D84576,1,0
8060,D84589,2,0
2235,D84599,1,0
9078,D84605,1,0
3762,D84609,2,0
3772,D84613,1,0
1473,D84636,2,0
2809,D84655,2,0
1639,D84662,1,0
6206,D84667,1,0
5623,D84688,2,0
4325,D84693,2,0
7105,D84708,1,0
7415,D84720,2,0
8208,D84726,1,0
7538,D84732,2,0
3605,D84745,1,0
3285,D84746,2,0
8861,D84789,1,0
7497,D84800,1,0
9210,D84821,2,0
7784,D84823,2,0
1010,D84857,1,0
2498,D84859,2,0
2707,D84867,1,0
34,D84885,1,0
3359,D84890,2,0
1122,D84896,1,0
745,D84897,1,0
5436,D84898,1,0
4302,D84899,1,0
10,D84929,2,0
7438,D84941,1,0
5318,D84945,1,0
8629,D84959,2,0
6752,D84977,2,0
7912,D84997,2,0
9189,D85015,1,0
4595,D85019,2,0
9811,D85029,2,0
